id,neighbourhood,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,host_since,host_is_superhost,bathrooms,bedrooms,beds,bed_type,cleaning_fee,guests_included,extra_people,maximum_nights,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,price
13587,Palermo,Entire home/apt,2,3,3/15/20,0.7,1,6,1/22/16,f,1,1,2,Real Bed,1400,1,0,90,t,f,flexible,f,f,3
5237,Palermo,Entire home/apt,3,18,1/1/20,1.48,1,288,12/19/17,t,1.5,1,1,Real Bed,978,1,0,1125,f,f,flexible,f,f,2
6234,Recoleta,Entire home/apt,2,34,3/29/19,1.46,1,0,4/25/15,f,1,0,2,Real Bed,767,2,697,20,f,f,moderate,f,f,2
11882,Constitución,Entire home/apt,14,3,12/31/19,0.33,28,360,5/22/16,f,1,1,1,Real Bed,1399,1,350,200,t,f,moderate,f,f,2
12381,Barracas,Private room,1,2,11/22/19,0.26,3,360,5/3/19,f,1,1,2,Real Bed,0,1,370,30,t,f,flexible,f,f,1
4961,Palermo,Entire home/apt,3,5,3/8/20,0.3,14,359,6/3/14,f,1,1,1,Real Bed,2095,2,0,1125,f,f,moderate,f,f,3
12887,Palermo,Entire home/apt,3,3,2/24/20,0.52,2,359,1/12/15,t,1,1,1,Real Bed,3492,2,698,1125,f,f,strict_14_with_grace_period,f,f,4
3547,Recoleta,Entire home/apt,2,26,11/3/19,0.73,1,6,8/10/14,t,1,1,1,Real Bed,400,1,0,1125,t,f,flexible,f,f,1
692,Palermo,Entire home/apt,2,3,3/1/19,0.04,8,363,7/1/13,f,1,1,3,Real Bed,2092,2,2092,30,f,f,strict_14_with_grace_period,t,t,3
6177,Puerto Madero,Entire home/apt,3,19,3/4/20,0.81,8,0,4/8/18,t,2,1,1,Real Bed,2799,1,0,1124,t,f,moderate,f,f,4
1032,Palermo,Entire home/apt,2,21,1/3/19,0.28,1,359,2/22/14,f,2,3,3,Real Bed,3492,6,0,30,t,f,moderate,f,f,4
3536,Palermo,Entire home/apt,2,58,1/21/20,1.33,4,303,4/21/16,f,1,0,2,Real Bed,1395,1,0,1125,t,f,strict_14_with_grace_period,f,f,4
5607,Palermo,Entire home/apt,5,1,5/2/18,0.04,1,86,2/14/18,f,1,1,1,Real Bed,1332,1,0,1125,f,f,flexible,f,f,4
8702,Palermo,Entire home/apt,7,6,3/17/20,0.4,4,43,6/27/16,f,1,1,1,Real Bed,911,2,3505,360,f,f,flexible,f,f,2
3111,San Telmo,Entire home/apt,2,46,5/2/18,0.96,1,43,6/30/16,f,1,1,1,Real Bed,2449,2,350,60,t,f,strict_14_with_grace_period,f,f,3
5069,Palermo,Entire home/apt,2,37,3/14/20,1.54,2,89,3/6/15,t,2,2,3,Real Bed,2790,3,20923,89,f,f,strict_14_with_grace_period,f,f,4
3066,San Nicolás,Hotel room,1,25,11/23/19,0.52,2,173,8/9/14,f,2,1,6,Real Bed,0,1,550,30,t,f,moderate,f,f,1
6790,Chacarita,Entire home/apt,3,16,1/3/20,0.75,10,347,12/10/13,t,1.5,2,4,Real Bed,2449,1,0,1125,t,f,strict_14_with_grace_period,f,f,4
10369,Palermo,Entire home/apt,1,28,1/20/20,2.15,1,264,1/29/17,t,1,1,3,Real Bed,1257,2,1397,1125,t,f,moderate,f,f,3
812,Barracas,Entire home/apt,2,42,1/6/20,0.53,1,360,10/14/13,f,1.5,2,3,Real Bed,3557,1,0,1125,t,f,strict_14_with_grace_period,f,f,4
5547,Belgrano,Private room,2,4,4/3/18,0.14,2,0,8/11/16,f,1,1,1,Real Bed,0,1,0,25,f,f,flexible,f,f,1
4414,Belgrano,Entire home/apt,60,49,1/28/20,1.36,1,174,1/3/15,t,1,1,2,Real Bed,500,1,0,1124,f,f,strict_14_with_grace_period,f,f,1
10010,San Nicolás,Entire home/apt,3,41,3/14/20,2.97,1,352,3/20/17,t,2,2,3,Real Bed,3143,4,419,100,t,f,strict_14_with_grace_period,f,f,4
8836,Belgrano,Entire home/apt,2,1,11/11/19,0.13,2,358,1/17/15,t,1.5,1,1,Real Bed,1397,1,0,30,t,f,strict_14_with_grace_period,f,f,4
3631,Núñez,Private room,30,1,3/11/18,0.04,3,360,12/2/16,f,1,3,4,Real Bed,700,1,420,1125,t,f,strict_14_with_grace_period,f,f,1
10441,Retiro,Entire home/apt,3,8,4/13/20,0.63,1,331,6/3/11,t,1,1,2,Real Bed,0,1,0,1125,t,f,flexible,f,f,3
5126,Belgrano,Entire home/apt,3,27,3/17/20,0.89,1,175,8/15/17,f,1,1,2,Real Bed,800,1,0,120,t,f,moderate,f,f,1
9446,San Nicolás,Entire home/apt,2,15,1/31/20,1.26,14,2,1/31/14,t,1,1,3,Real Bed,1402,1,0,30,f,f,strict_14_with_grace_period,f,f,1
7569,Colegiales,Entire home/apt,3,33,4/1/20,1.71,3,174,1/2/16,t,1,2,2,Real Bed,910,3,0,1125,f,f,moderate,f,f,3
8518,San Telmo,Entire home/apt,2,13,3/15/20,1.02,10,349,12/31/16,t,2,2,3,Real Bed,4198,1,0,1125,t,f,flexible,f,f,4
1198,San Telmo,Entire home/apt,2,62,11/6/19,0.85,12,336,12/9/13,t,1,1,1,Real Bed,1399,1,0,180,t,f,strict_14_with_grace_period,f,f,1
2135,Palermo,Entire home/apt,7,2,2/24/20,0.09,18,0,8/21/12,f,1,0,1,Real Bed,3499,1,0,1125,t,f,strict_14_with_grace_period,f,f,3
6160,Almagro,Entire home/apt,1,62,3/16/20,2.57,1,173,5/18/18,t,1,1,1,Real Bed,698,1,0,30,t,f,flexible,f,f,2
3910,Recoleta,Entire home/apt,12,40,2/9/19,1,2,365,11/14/15,f,1,0,2,Real Bed,1744,1,0,365,t,f,moderate,f,f,3
1658,Monserrat,Private room,5,8,1/1/19,0.13,22,359,12/10/12,t,3.5,1,2,Real Bed,1048,1,349,1125,t,f,strict_14_with_grace_period,f,f,1
178,Palermo,Entire home/apt,1,9,11/18/19,0.1,14,362,8/23/11,f,1,2,5,Real Bed,2734,4,0,30,f,f,strict_14_with_grace_period,f,f,4
4593,Palermo,Entire home/apt,15,1,1/20/18,0.03,4,365,9/29/14,f,1,3,2,Real Bed,4882,1,0,360,f,f,moderate,f,f,4
1206,Núñez,Entire home/apt,30,3,7/23/15,0.05,3,115,2/9/14,f,2.5,1,0,Real Bed,2099,2,0,1125,f,f,moderate,f,f,3
9451,Recoleta,Entire home/apt,4,2,2/9/20,0.13,1,97,7/6/16,f,1,1,2,Real Bed,1046,1,0,1125,t,f,flexible,f,f,3
7496,San Nicolás,Entire home/apt,3,40,3/22/20,1.99,1,183,5/30/18,t,1,1,2,Real Bed,500,2,1000,1125,t,f,flexible,f,f,1
7270,Monserrat,Shared room,1,19,8/19/19,0.89,3,362,9/24/18,t,4.5,1,2,Real Bed,0,1,1052,60,f,f,flexible,f,f,2
3707,Palermo,Private room,2,5,3/10/17,0.12,4,365,12/4/13,f,2,2,1,Real Bed,100,1,800,90,t,f,strict_14_with_grace_period,f,f,4
3458,Palermo,Entire home/apt,6,4,1/31/19,0.09,2,79,7/27/16,t,1,0,1,Real Bed,1744,1,0,1125,f,f,moderate,f,f,2
315,San Nicolás,Entire home/apt,3,2,12/27/16,0.05,2,362,7/15/12,f,1,1,1,Real Bed,21033,1,0,90,t,f,flexible,f,f,4
8930,Balvanera,Entire home/apt,2,1,3/27/19,0.07,1,360,10/20/18,f,1,1,3,Real Bed,700,3,0,1125,t,f,flexible,f,f,1
9547,Villa Urquiza,Entire home/apt,2,10,3/15/20,1.36,1,97,7/24/16,t,2,2,4,Real Bed,1050,1,0,30,f,f,strict_14_with_grace_period,f,f,3
9000,Colegiales,Entire home/apt,10,5,2/15/20,0.31,1,111,1/12/19,t,1,1,2,Real Bed,700,1,0,180,t,f,moderate,f,f,4
13166,Balvanera,Entire home/apt,3,2,2/7/20,0.36,1,0,12/26/19,f,1,1,2,Real Bed,0,2,0,28,t,f,moderate,f,f,2
5786,San Nicolás,Entire home/apt,2,16,2/25/20,0.61,1,179,3/20/18,f,1,2,2,Real Bed,1046,2,488,30,t,f,flexible,f,f,1
12894,Barracas,Private room,2,1,2/9/20,0.22,3,175,5/22/16,f,1.5,1,2,Real Bed,700,1,0,30,t,f,moderate,f,f,2
2249,Monserrat,Entire home/apt,2,3,11/12/18,0.06,7,359,1/30/13,f,1,1,1,Real Bed,1048,1,0,1125,f,f,strict_14_with_grace_period,f,f,4
8536,Palermo,Entire home/apt,3,4,4/3/19,0.23,1,176,1/4/19,f,1,1,1,Real Bed,10000,1,700,30,t,f,flexible,f,f,1
11525,Monserrat,Entire home/apt,3,3,2/26/20,0.45,1,260,3/14/18,f,2,3,3,Real Bed,2352,1,0,30,t,f,flexible,f,f,4
7669,Palermo,Entire home/apt,1,67,2/24/20,3.41,1,90,4/24/17,f,1,1,1,Real Bed,750,1,0,1125,t,f,flexible,f,f,1
3583,Recoleta,Entire home/apt,30,1,4/30/17,0.03,1,0,9/22/14,f,1,1,1,Real Bed,1046,1,0,1125,f,f,strict_14_with_grace_period,f,f,1
1529,Palermo,Private room,2,19,6/18/17,0.29,7,362,4/25/14,t,1,1,1,Real Bed,0,1,0,1125,t,f,strict_14_with_grace_period,f,f,3
10798,Recoleta,Entire home/apt,3,17,4/28/20,1.39,1,364,11/6/14,f,1,1,2,Real Bed,349,1,0,1125,f,f,flexible,f,f,1
7266,San Telmo,Entire home/apt,2,16,12/24/18,0.76,1,0,1/10/18,f,1,0,1,Real Bed,300,1,0,1125,t,f,flexible,f,f,2
902,Palermo,Entire home/apt,30,3,12/19/19,0.15,4,361,4/19/13,t,4,3,0,Real Bed,3503,1,0,1125,f,f,strict_14_with_grace_period,f,f,2
11385,Palermo,Entire home/apt,3,18,3/16/20,2.71,1,262,1/18/17,t,1,0,1,Real Bed,0,1,0,45,t,f,moderate,f,f,2
4688,Barracas,Entire home/apt,3,15,5/2/20,1.23,1,153,8/31/17,t,1,1,1,Real Bed,1050,1,0,30,f,f,moderate,f,f,2
7865,San Nicolás,Entire home/apt,4,15,3/12/20,0.82,3,50,3/8/18,f,1,0,2,Real Bed,950,1,0,30,t,f,flexible,f,f,1
13653,Palermo,Entire home/apt,2,2,3/30/20,0.6,1,179,3/19/15,f,1,1,2,Real Bed,558,2,349,120,f,f,flexible,f,f,2
9739,San Nicolás,Entire home/apt,2,36,4/10/20,2.48,1,96,4/2/19,t,1,0,1,Real Bed,1046,1,0,1125,t,f,moderate,f,f,2
4412,Villa Crespo,Entire home/apt,5,56,3/22/20,1.57,1,84,6/26/17,t,1,1,1,Real Bed,750,2,700,50,f,f,moderate,f,f,1
6053,Palermo,Entire home/apt,7,7,11/21/19,0.33,7,232,8/26/17,t,2,1,2,Real Bed,3836,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
12970,Recoleta,Entire home/apt,1,2,3/15/20,0.35,1,228,9/18/15,f,1,1,1,Real Bed,838,1,0,365,t,f,flexible,f,f,2
9526,Palermo,Entire home/apt,2,3,10/13/19,0.21,1,0,9/18/14,f,1,1,1,Real Bed,1395,1,0,4,f,f,moderate,f,f,3
1219,Palermo,Entire home/apt,4,47,2/28/18,0.67,1,325,1/19/14,f,1,1,0,Real Bed,2092,2,418,1125,f,f,flexible,f,f,3
706,Monserrat,Entire home/apt,3,31,2/4/20,0.38,1,362,7/17/13,f,1,0,0,Real Bed,3505,2,1753,365,t,f,flexible,f,f,4
8082,San Telmo,Entire home/apt,3,25,2/25/20,1.44,1,52,3/7/18,f,1,1,2,Real Bed,1399,2,560,1125,f,f,moderate,f,f,3
7835,Almagro,Entire home/apt,2,16,5/16/20,0.83,1,360,11/8/18,t,1,0,1,Real Bed,2449,1,0,1125,t,f,flexible,f,f,3
6696,Villa Urquiza,Entire home/apt,3,17,3/3/20,0.84,1,91,11/25/15,f,1,0,2,Real Bed,1050,1,0,1125,t,f,strict_14_with_grace_period,f,f,2
11568,Almagro,Entire home/apt,3,1,8/24/19,0.1,1,360,2/5/16,f,1,1,3,Real Bed,1399,1,420,60,t,f,flexible,f,f,3
4006,Retiro,Entire home/apt,3,73,2/22/20,1.85,1,177,6/21/15,t,1,1,1,Real Bed,1031,1,0,50,f,f,strict_14_with_grace_period,f,f,1
1573,Núñez,Entire home/apt,3,37,12/14/19,0.64,1,359,5/1/13,t,1,0,1,Real Bed,1749,1,0,1125,f,f,strict_14_with_grace_period,f,f,4
6638,Almagro,Entire home/apt,2,35,7/28/19,1.53,1,0,1/17/13,t,1,1,1,Real Bed,0,2,559,30,f,f,flexible,f,f,2
1813,Colegiales,Private room,1,109,3/1/20,2.01,2,357,5/4/15,t,1,1,1,Real Bed,1000,1,0,60,t,f,flexible,f,f,1
7653,San Nicolás,Entire home/apt,3,7,1/7/20,0.42,1,264,7/30/16,f,1,1,2,Real Bed,450,2,190,30,f,f,flexible,f,f,1
5539,Palermo,Entire home/apt,3,4,8/25/18,0.14,2,0,5/28/17,f,2,1,2,Real Bed,701,4,0,30,f,f,moderate,f,f,3
6250,Palermo,Entire home/apt,2,21,1/6/20,0.84,24,365,1/13/14,t,1,1,1,Real Bed,1255,2,0,1125,f,f,flexible,f,f,3
7705,Monserrat,Entire home/apt,7,4,3/22/20,0.32,5,36,11/22/16,f,1,0,1,Real Bed,1187,1,0,1125,f,f,flexible,f,f,1
9612,Palermo,Entire home/apt,3,4,3/27/20,0.49,1,365,3/25/19,f,1.5,1,1,Real Bed,0,3,1046,90,f,f,flexible,f,f,1
9899,Constitución,Private room,4,2,6/3/19,0.14,2,85,7/11/18,f,1,1,2,Real Bed,500,1,0,31,t,f,flexible,f,f,1
2342,Recoleta,Entire home/apt,15,260,3/17/20,4.7,1,365,11/17/15,f,1,1,1,Real Bed,0,1,0,1125,f,f,moderate,f,f,3
11732,Caballito,Entire home/apt,2,2,11/18/19,0.24,1,85,11/13/16,f,1,1,1,Real Bed,1050,1,0,365,t,f,moderate,f,f,4
3743,Palermo,Entire home/apt,1,1,3/31/17,0.03,1,86,12/31/16,f,1,1,2,Real Bed,1753,1,0,1125,f,f,flexible,f,f,4
5030,Palermo,Entire home/apt,4,1,3/23/18,0.04,1,89,11/15/17,f,1,1,1,Real Bed,1534,1,0,1125,f,f,flexible,f,f,4
10285,Colegiales,Entire home/apt,6,1,2/26/20,0.25,1,21,8/14/15,f,1,1,1,Real Bed,650,1,0,8,f,f,flexible,f,f,1
231,Palermo,Entire home/apt,15,1,5/16/15,0.02,3,365,2/19/12,f,2,2,4,Real Bed,2092,1,0,730,f,f,strict_14_with_grace_period,f,f,4
11059,Recoleta,Entire home/apt,12,2,12/5/19,0.21,3,117,3/19/19,t,2,2,3,Real Bed,0,1,0,1125,f,f,moderate,f,f,3
604,Palermo,Entire home/apt,1,36,2/24/19,0.42,5,362,11/22/12,t,1,1,5,Real Bed,701,1,841,1125,f,f,flexible,f,f,4
3529,Retiro,Entire home/apt,4,20,8/1/18,0.46,1,361,5/7/15,f,1,1,3,Real Bed,1401,3,0,90,t,f,flexible,f,f,3
10367,Palermo,Entire home/apt,4,12,5/9/20,0.98,2,359,9/3/18,t,2,2,3,Real Bed,1746,1,0,300,t,f,flexible,f,f,4
5147,Palermo,Entire home/apt,3,37,5/12/19,1.21,1,141,1/7/10,f,1,0,1,Real Bed,2092,1,0,1125,t,f,strict_14_with_grace_period,f,f,2
7526,Palermo,Entire home/apt,2,22,2/25/20,1.09,6,84,7/1/15,t,1.5,0,3,Real Bed,700,2,490,1000,t,f,strict_14_with_grace_period,f,f,3
3304,San Cristóbal,Entire home/apt,3,30,2/13/20,0.72,1,360,6/28/15,f,1,1,1,Real Bed,1399,1,0,1125,t,f,moderate,f,f,2
12430,Palermo,Entire home/apt,3,9,12/6/19,1.23,1,0,8/8/16,f,1,1,1,Real Bed,300,1,0,28,t,f,moderate,f,f,1
10595,Recoleta,Entire home/apt,1,31,1/28/20,2.51,1,89,4/15/17,f,1,1,2,Real Bed,0,2,837,3,f,f,moderate,f,f,2
9124,Recoleta,Private room,1,28,4/30/20,1.76,1,0,4/28/16,t,1,1,1,Real Bed,0,1,0,1125,f,f,moderate,f,f,1
485,Palermo,Entire home/apt,3,5,10/17/19,0.11,3,82,1/29/13,t,1,2,2,Real Bed,5587,4,1397,1125,f,f,moderate,f,f,4
11587,Belgrano,Entire home/apt,2,18,3/20/20,2.12,1,110,12/19/17,t,1,0,2,Real Bed,1332,1,0,1125,t,f,moderate,f,f,2
1410,San Cristóbal,Shared room,3,1,12/20/14,0.01,4,360,4/30/14,f,8,1,4,Real Bed,350,1,770,1125,f,f,moderate,f,f,1
13643,San Nicolás,Private room,2,3,3/23/20,0.83,2,180,12/18/19,f,1.5,1,0,Real Bed,1400,1,0,1125,t,f,flexible,f,f,1
6869,Palermo,Entire home/apt,1,36,3/2/20,1.83,1,180,8/16/18,t,1.5,0,1,Real Bed,1395,1,0,60,f,f,strict_14_with_grace_period,f,f,2
58,San Telmo,Entire home/apt,2,15,8/22/19,0.14,11,329,12/21/09,f,1,1,2,Pull-out Sofa,698,1,0,1125,t,f,strict_14_with_grace_period,f,f,4
6477,Puerto Madero,Entire home/apt,2,34,3/20/20,1.6,2,22,9/5/16,t,1.5,1,2,Real Bed,2099,4,0,1125,t,f,strict_14_with_grace_period,f,f,4
8095,Palermo,Entire home/apt,4,31,3/13/20,1.99,1,358,12/15/11,t,1,0,1,Real Bed,1325,2,0,1125,f,f,strict_14_with_grace_period,t,t,4
6426,Recoleta,Entire home/apt,3,17,7/20/19,0.72,7,364,9/13/17,f,1,0,3,Real Bed,697,1,0,1125,t,f,moderate,f,f,2
8391,San Telmo,Entire home/apt,1,6,2/24/19,0.34,1,83,12/21/18,f,1,1,2,Real Bed,590,1,0,1125,t,f,flexible,f,f,3
10586,Palermo,Entire home/apt,7,2,2/8/20,0.17,8,357,4/3/19,f,1,0,1,Real Bed,1046,1,0,1125,t,f,flexible,f,f,4
9455,Chacarita,Entire home/apt,2,16,2/16/20,1.11,3,360,9/28/15,t,1,0,4,Real Bed,1399,1,0,30,t,f,flexible,f,f,3
2026,Palermo,Entire home/apt,2,7,10/15/19,0.37,10,359,7/28/15,f,1,1,1,Real Bed,1048,1,0,730,t,f,strict_14_with_grace_period,f,f,4
5521,Recoleta,Entire home/apt,1,12,7/12/19,0.44,16,209,2/21/14,f,1,1,1,Real Bed,697,1,0,180,t,f,strict_14_with_grace_period,f,f,3
2042,Villa Urquiza,Entire home/apt,4,1,10/24/15,0.02,1,174,11/7/11,f,1.5,1,1,Real Bed,1050,1,0,32,f,f,moderate,f,f,4
6022,Palermo,Entire home/apt,2,74,3/1/20,2.91,1,266,4/26/18,t,1,2,3,Real Bed,1550,3,300,1125,t,f,flexible,f,f,1
11903,Palermo,Entire home/apt,1,26,3/12/20,2.85,1,363,12/23/15,t,1,1,1,Real Bed,837,1,0,90,t,f,strict_14_with_grace_period,f,f,3
1858,Recoleta,Entire home/apt,3,3,8/1/16,0.06,62,364,3/7/12,t,1,1,1,Real Bed,3138,2,349,360,f,f,strict_14_with_grace_period,f,f,3
8580,Palermo,Entire home/apt,2,2,7/8/19,0.16,2,84,4/28/16,f,1,2,3,Real Bed,2095,4,0,15,f,f,flexible,f,f,2
8299,Monserrat,Entire home/apt,2,14,11/25/19,0.95,1,84,9/30/18,f,1.5,2,4,Real Bed,2500,6,500,30,f,f,moderate,f,f,4
4827,Villa Devoto,Entire home/apt,10,7,2/16/20,0.23,2,175,1/5/15,f,1,1,2,Real Bed,1679,1,700,35,f,f,moderate,f,f,2
1452,Palermo,Entire home/apt,5,115,3/31/20,1.73,4,176,3/21/14,f,1,1,1,Real Bed,1150,2,500,1125,f,f,strict_14_with_grace_period,f,f,2
12162,Monserrat,Entire home/apt,3,2,2/2/20,0.38,20,84,4/2/14,f,1,1,1,Real Bed,2444,1,0,1000,t,f,flexible,f,f,3
6684,Núñez,Entire home/apt,5,16,11/13/19,0.71,1,85,5/13/15,f,1,1,1,Real Bed,500,1,0,1125,f,f,flexible,f,f,1
12273,Palermo,Entire home/apt,4,1,3/24/20,0.33,1,173,7/18/14,f,1,1,1,Real Bed,2095,1,0,365,t,f,strict_14_with_grace_period,f,f,4
10937,Palermo,Entire home/apt,3,29,2/25/20,2.68,1,174,6/3/19,t,1,2,3,Real Bed,1048,1,0,30,t,f,moderate,f,f,2
13092,Constitución,Entire home/apt,1,4,3/21/20,0.71,1,325,10/5/15,f,1,1,1,Real Bed,1050,1,0,1125,t,f,moderate,f,f,1
3724,Belgrano,Private room,1,7,2/12/20,0.17,2,360,12/26/16,f,1,1,1,Real Bed,700,2,1050,1125,t,f,strict_14_with_grace_period,f,f,1
3155,Belgrano,Entire home/apt,1,20,5/11/19,0.51,6,360,2/22/16,f,1,1,1,Real Bed,1500,1,0,365,t,f,flexible,f,f,4
6861,Almagro,Entire home/apt,2,10,4/22/19,0.46,3,0,8/21/12,f,1,1,1,Real Bed,1046,1,1046,1125,t,f,strict_14_with_grace_period,f,f,3
1203,Palermo,Entire home/apt,4,33,11/9/19,0.52,1,365,6/3/14,t,1,0,1,Real Bed,2339,2,0,335,f,f,moderate,f,f,3
3493,Recoleta,Entire home/apt,2,57,11/1/19,1.32,2,0,10/15/16,t,1,0,1,Pull-out Sofa,2092,1,0,90,t,f,moderate,f,f,3
1395,Palermo,Private room,3,16,6/7/20,0.23,2,78,9/14/13,f,2.5,1,1,Real Bed,0,1,1052,90,f,f,flexible,f,f,2
283,San Telmo,Entire home/apt,6,70,3/1/20,0.78,1,167,5/25/12,t,2.5,3,4,Real Bed,5936,1,0,300,f,f,strict_14_with_grace_period,f,f,4
10471,Belgrano,Entire home/apt,1,24,3/19/20,1.86,2,335,1/12/11,f,1,1,1,Real Bed,1397,1,0,365,t,f,flexible,f,f,1
4975,Retiro,Entire home/apt,4,50,3/9/20,1.59,10,177,6/7/11,f,1,0,0,Real Bed,1052,1,0,90,t,f,strict_14_with_grace_period,f,f,3
8929,Belgrano,Private room,1,18,11/7/19,1.2,1,357,2/2/19,t,1,1,1,Real Bed,300,1,0,30,f,f,flexible,f,f,1
3431,Palermo,Entire home/apt,1,72,2/9/20,1.62,3,365,9/30/16,f,2,3,5,Real Bed,3487,4,1395,1125,t,f,moderate,f,f,4
10289,Palermo,Private room,15,1,6/30/19,0.08,2,357,5/12/19,f,1,1,1,Real Bed,2095,1,698,1125,t,f,moderate,f,f,1
5162,Recoleta,Entire home/apt,2,38,3/20/20,1.26,1,268,12/8/17,f,1,1,2,Real Bed,449,1,0,30,t,f,flexible,f,f,1
6032,Recoleta,Entire home/apt,2,34,3/12/20,1.42,1,88,4/27/18,t,2,3,3,Real Bed,2790,1,0,1125,f,f,flexible,f,f,4
7240,Constitución,Entire home/apt,15,5,7/24/19,0.26,28,359,5/22/16,f,1,1,1,Real Bed,2095,1,349,200,f,f,moderate,f,f,1
12101,San Telmo,Entire home/apt,4,2,2/1/20,0.25,4,0,6/24/19,t,1,1,2,Real Bed,1000,1,0,1125,t,f,flexible,f,f,2
2193,Balvanera,Private room,1,2,12/16/15,0.04,1,360,10/5/15,f,1,1,2,Real Bed,350,1,840,1125,f,f,moderate,f,f,1
11102,Palermo,Entire home/apt,2,34,6/20/20,3.08,2,68,4/9/14,t,1,1,1,Real Bed,701,1,0,1125,t,f,moderate,f,f,3
7822,Núñez,Entire home/apt,1,52,3/8/20,2.75,1,0,10/9/15,f,1,1,1,Real Bed,841,1,0,1125,t,f,strict_14_with_grace_period,f,f,2
11434,Recoleta,Entire home/apt,2,12,3/6/20,1.19,1,362,4/12/15,t,1,1,2,Real Bed,2804,4,0,1125,t,f,moderate,f,f,3
9660,Balvanera,Private room,2,45,3/14/20,3,2,353,3/27/19,t,1,1,1,Real Bed,0,1,350,14,t,f,moderate,f,f,1
3773,Palermo,Entire home/apt,2,34,11/18/19,0.84,1,359,1/9/17,t,1.5,2,3,Real Bed,1850,4,550,1125,t,f,moderate,f,f,2
11050,San Telmo,Entire home/apt,10,3,6/1/20,0.39,1,3,7/14/16,f,1,2,3,Real Bed,0,1,0,90,f,f,strict_14_with_grace_period,f,f,2
330,Recoleta,Entire home/apt,3,12,11/28/18,0.15,1,365,8/8/12,f,1,1,1,Real Bed,3487,1,0,180,f,f,moderate,t,f,4
5596,Recoleta,Entire home/apt,2,28,5/5/19,1,1,179,2/18/18,f,1,1,2,Real Bed,1395,1,349,90,t,f,strict_14_with_grace_period,f,f,3
4237,San Telmo,Private room,5,1,8/4/19,0.09,3,21,5/17/17,f,1,1,1,Real Bed,0,1,350,30,f,f,flexible,f,f,1
2101,Recoleta,Hotel room,1,17,12/14/19,0.39,34,365,11/15/11,t,1,0,2,Real Bed,0,2,0,1125,t,f,flexible,f,f,3
440,Palermo,Entire home/apt,3,17,2/29/20,0.19,25,241,4/23/11,f,2.5,2,2,Real Bed,2441,1,0,1125,f,f,strict_14_with_grace_period,f,f,4
261,Recoleta,Entire home/apt,7,1,4/5/19,0.07,1,362,4/25/12,f,1.5,1,0,Real Bed,1753,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
9589,San Nicolás,Entire home/apt,2,27,3/12/20,1.81,1,359,2/19/18,f,1,1,1,Real Bed,349,1,0,15,f,f,flexible,f,f,2
1239,Retiro,Entire home/apt,1,3,6/30/15,0.04,1,364,6/27/14,f,1.5,1,2,Real Bed,2092,1,0,1125,f,f,moderate,f,f,3
2966,Palermo,Entire home/apt,3,59,4/6/20,1.34,1,179,3/9/16,f,1,0,1,Pull-out Sofa,2023,1,0,1125,t,f,moderate,f,f,1
3932,Monserrat,Entire home/apt,7,8,2/4/18,0.2,1,0,8/18/16,f,1,1,2,Real Bed,300,1,0,365,f,f,strict_14_with_grace_period,f,f,1
3513,Villa Urquiza,Entire home/apt,10,88,3/13/20,2.15,1,0,2/3/16,f,1,1,4,Real Bed,213,1,0,10,t,f,strict_14_with_grace_period,f,f,2
3285,Palermo,Entire home/apt,2,21,1/3/20,1.86,1,364,8/22/16,t,3.5,3,5,Real Bed,1744,1,0,14,f,f,flexible,f,f,4
6075,Palermo,Entire home/apt,7,47,3/31/20,1.81,8,260,6/12/13,t,1,1,1,Real Bed,2095,1,0,60,t,f,flexible,f,f,3
5289,Flores,Private room,1,1,2/16/18,0.04,1,0,12/31/17,f,2,1,2,Real Bed,0,1,300,90,f,f,moderate,f,f,1
9100,Recoleta,Entire home/apt,2,11,2/7/20,0.76,1,180,2/15/19,t,1,0,1,Real Bed,780,1,0,1125,t,f,moderate,f,f,2
208,Villa Urquiza,Private room,1,3,1/1/14,0.04,2,360,1/18/12,f,2,1,2,Real Bed,3499,1,2099,1125,f,f,flexible,f,f,3
2710,Palermo,Entire home/apt,1,6,12/22/19,0.38,1,293,3/14/14,f,1,0,2,Real Bed,1046,1,0,1125,f,f,moderate,f,f,3
12627,Palermo,Entire home/apt,1,25,3/22/20,3.47,5,358,3/11/19,t,1,1,4,Real Bed,1401,1,0,1125,t,f,moderate,f,f,3
3043,Retiro,Entire home/apt,2,22,2/1/20,0.48,1,294,6/7/16,t,2,1,1,Real Bed,1674,1,0,1125,f,f,moderate,f,f,4
13209,Palermo,Entire home/apt,2,2,3/15/20,0.43,1,172,3/27/15,f,1,1,1,Real Bed,1048,1,0,1125,f,f,moderate,f,f,2
11354,Palermo,Entire home/apt,2,53,3/9/20,5.11,1,0,8/3/19,t,1,0,2,Real Bed,697,1,0,7,t,f,moderate,f,f,1
11704,Palermo,Entire home/apt,2,2,2/6/20,0.29,4,265,6/22/12,f,1,1,3,Real Bed,1329,2,700,1125,t,f,strict_14_with_grace_period,f,f,3
11833,Belgrano,Entire home/apt,1,7,3/13/20,0.85,9,359,9/9/15,t,1,1,2,Real Bed,978,2,349,1125,f,f,moderate,f,f,1
